thrust,mass,accelx,accely,velocityx,velocityy,xpos,ypos
3.457743243243243,0.9988347826086956,0.0,0.0,0.0,0.0,0.0,0.0
3.5093513513513512,0.9988173913043479,0.0,0.0,0.0,0.0,0.0,0.0
3.5609594594594594,0.9988,0.0,0.0,0.0,0.0,0.0,0.0
3.6125675675675675,0.9987826086956522,0.0,0.0,0.0,0.0,0.0,0.0
3.6641756756756756,0.9987652173913043,0.0,0.0,0.0,0.0,0.0,0.0
3.7157837837837837,0.9987478260869566,0.0,0.0,0.0,0.0,0.0,0.0
3.767391891891892,0.9987304347826087,0.0,0.0,0.0,0.0,0.0,0.0
3.819,0.9987130434782608,0.0,0.0,0.0,0.0,0.0,0.0
3.870608108108108,0.9986956521739131,0.0,0.0,0.0,0.0,0.0,0.0
3.922216216216216,0.9986782608695652,0.0,0.0,0.0,0.0,0.0,0.0
3.9738243243243243,0.9986608695652174,0.0,0.0,0.0,0.0,0.0,0.0
4.025432432432432,0.9986434782608695,0.0,0.0,0.0,0.0,0.0,0.0
4.0770405405405405,0.9986260869565218,0.0,0.0,0.0,0.0,0.0,0.0
4.128648648648649,0.9986086956521739,0.0,0.0,0.0,0.0,0.0,0.0
4.180256756756757,0.9985913043478261,0.0,0.0,0.0,0.0,0.0,0.0
4.231864864864865,0.9985739130434783,0.0,0.0,0.0,0.0,0.0,0.0
4.283472972972973,0.9985565217391305,0.0,0.0,0.0,0.0,0.0,0.0
4.335081081081081,0.9985391304347826,0.0,0.0,0.0,0.0,0.0,0.0
4.386689189189189,0.9985217391304347,0.0,0.0,0.0,0.0,0.0,0.0
4.438297297297297,0.998504347826087,0.0,0.0,0.0,0.0,0.0,0.0
4.4899054054054055,0.9984869565217391,0.0,0.0,0.0,0.0,0.0,0.0
4.541513513513514,0.9984695652173913,0.0,0.0,0.0,0.0,0.0,0.0
4.593121621621622,0.9984521739130435,0.0,0.0,0.0,0.0,0.0,0.0
4.64472972972973,0.9984347826086957,0.0,0.0,0.0,0.0,0.0,0.0
4.696337837837838,0.9984173913043478,0.0,0.0,0.0,0.0,0.0,0.0
4.747945945945946,0.9984,0.0,0.0,0.0,0.0,0.0,0.0
4.799554054054054,0.9983826086956522,0.0,0.0,0.0,0.0,0.0,0.0
4.851162162162162,0.9983652173913043,0.0,0.0,0.0,0.0,0.0,0.0
4.9027702702702705,0.9983478260869565,0.0,0.0,0.0,0.0,0.0,0.0
4.954378378378378,0.9983304347826087,0.0,0.0,0.0,0.0,0.0,0.0
5.005986486486486,0.9983130434782609,0.0,0.0,0.0,0.0,0.0,0.0
5.057594594594594,0.998295652173913,0.0,0.0,0.0,0.0,0.0,0.0
5.109202702702702,0.9982782608695652,0.0,0.0,0.0,0.0,0.0,0.0
5.16081081081081,0.9982608695652174,0.0,0.0,0.0,0.0,0.0,0.0
5.212418918918918,0.9982434782608696,0.0,0.0,0.0,0.0,0.0,0.0
5.264027027027026,0.9982260869565217,0.0,0.0,0.0,0.0,0.0,0.0
5.3156351351351345,0.998208695652174,0.0,0.0,0.0,0.0,0.0,0.0
5.367243243243243,0.9981913043478261,0.0,0.0,0.0,0.0,0.0,0.0
5.418851351351351,0.9981739130434782,0.0,0.0,0.0,0.0,0.0,0.0
5.470459459459459,0.9981565217391304,0.0,0.0,0.0,0.0,0.0,0.0
5.522067567567567,0.9981391304347826,0.0,0.0,0.0,0.0,0.0,0.0
5.573675675675675,0.9981217391304348,0.0,0.0,0.0,0.0,0.0,0.0
5.625283783783783,0.9981043478260869,0.0,0.0,0.0,0.0,0.0,0.0
5.676891891891891,0.9980869565217392,0.0,0.0,0.0,0.0,0.0,0.0
5.7284999999999995,0.9980695652173913,0.0,0.0,0.0,0.0,0.0,0.0
5.780108108108108,0.9980521739130435,0.0,0.0,0.0,0.0,0.0,0.0
5.831716216216216,0.9980347826086956,0.0,0.0,0.0,0.0,0.0,0.0
5.883324324324324,0.9980173913043479,0.0,0.0,0.0,0.0,0.0,0.0
5.934932432432432,0.998,0.0,0.0,0.0,0.0,0.0,0.0
5.98654054054054,0.9979826086956521,0.0,0.0,0.0,0.0,0.0,0.0
6.038148648648648,0.9979652173913044,0.0,0.0,0.0,0.0,0.0,0.0
6.089756756756756,0.9979478260869565,0.0,0.0,0.0,0.0,0.0,0.0
6.141364864864864,0.9979304347826087,0.0,0.0,0.0,0.0,0.0,0.0
6.192972972972973,0.9979130434782608,0.0,0.0,0.0,0.0,0.0,0.0
6.244581081081081,0.9978956521739131,0.0,0.0,0.0,0.0,0.0,0.0
6.296189189189189,0.9978782608695652,0.0,0.0,0.0,0.0,0.0,0.0
6.347797297297297,0.9978608695652174,0.0,0.0,0.0,0.0,0.0,0.0
6.399405405405405,0.9978434782608696,0.0,0.0,0.0,0.0,0.0,0.0
6.451013513513513,0.9978260869565218,0.0,0.0,0.0,0.0,0.0,0.0
6.502621621621621,0.9978086956521739,0.0,0.0,0.0,0.0,0.0,0.0
6.554229729729729,0.997791304347826,0.0,0.0,0.0,0.0,0.0,0.0
6.6058378378378375,0.9977739130434783,0.0,0.0,0.0,0.0,0.0,0.0
6.657445945945946,0.9977565217391304,0.0,0.0,0.0,0.0,0.0,0.0
6.709054054054054,0.9977391304347826,0.0,0.0,0.0,0.0,0.0,0.0
6.760662162162162,0.9977217391304348,0.0,0.0,0.0,0.0,0.0,0.0
6.81227027027027,0.997704347826087,0.0,0.0,0.0,0.0,0.0,0.0
6.863878378378378,0.9976869565217391,0.0,0.0,0.0,0.0,0.0,0.0
6.915486486486486,0.9976695652173913,0.0,0.0,0.0,0.0,0.0,0.0
6.967094594594594,0.9976521739130435,0.0,0.0,0.0,0.0,0.0,0.0
7.0187027027027025,0.9976347826086956,0.0,0.0,0.0,0.0,0.0,0.0
7.070310810810811,0.9976173913043478,0.0,0.0,0.0,0.0,0.0,0.0
7.121918918918919,0.9976,0.0,0.0,0.0,0.0,0.0,0.0
7.173527027027027,0.9975826086956522,0.0,0.0,0.0,0.0,0.0,0.0
7.225135135135135,0.9975652173913043,0.0,0.0,0.0,0.0,0.0,0.0
7.276743243243243,0.9975478260869565,0.0,0.0,0.0,0.0,0.0,0.0
7.328351351351351,0.9975304347826087,0.0,0.0,0.0,0.0,0.0,0.0
7.379959459459459,0.9975130434782609,0.0,0.0,0.0,0.0,0.0,0.0
7.431567567567567,0.997495652173913,0.0,0.0,0.0,0.0,0.0,0.0
7.4831756756756755,0.9974782608695653,0.0,0.0,0.0,0.0,0.0,0.0
7.534783783783784,0.9974608695652174,0.0,0.0,0.0,0.0,0.0,0.0
7.586391891891892,0.9974434782608695,0.0,0.0,0.0,0.0,0.0,0.0
7.638,0.9974260869565217,0.0,0.0,0.0,0.0,0.0,0.0
7.6956875,0.9974086956521739,0.0,0.0,0.0,0.0,0.0,0.0
7.753375,0.9973913043478261,0.0,0.0,0.0,0.0,0.0,0.0
7.8110625,0.9973739130434782,0.0,0.0,0.0,0.0,0.0,0.0
7.86875,0.9973565217391305,0.0,0.0,0.0,0.0,0.0,0.0
7.9264375,0.9973391304347826,0.0,0.0,0.0,0.0,0.0,0.0
7.984125,0.9973217391304348,0.0,0.0,0.0,0.0,0.0,0.0
8.0418125,0.9973043478260869,0.0,0.0,0.0,0.0,0.0,0.0
8.099499999999999,0.9972869565217392,0.0,0.0,0.0,0.0,0.0,0.0
8.1571875,0.9972695652173913,0.0,0.0,0.0,0.0,0.0,0.0
8.214875,0.9972521739130434,0.0,0.0,0.0,0.0,0.0,0.0
8.2725625,0.9972347826086957,0.0,0.0,0.0,0.0,0.0,0.0
8.33025,0.9972173913043478,0.0,0.0,0.0,0.0,0.0,0.0
8.3879375,0.9972,0.0,0.0,0.0,0.0,0.0,0.0
8.445625,0.9971826086956521,0.0,0.0,0.0,0.0,0.0,0.0
8.5033125,0.9971652173913044,0.0,0.0,0.0,0.0,0.0,0.0
8.561,0.9971478260869565,0.0,0.0,0.0,0.0,0.0,0.0
8.6186875,0.9971304347826087,0.0,0.0,0.0,0.0,0.0,0.0
8.676375,0.9971130434782609,0.0,0.0,0.0,0.0,0.0,0.0
8.7340625,0.997095652173913,0.0,0.0,0.0,0.0,0.0,0.0
8.79175,0.9970782608695652,0.0,0.0,0.0,0.0,0.0,0.0
8.8494375,0.9970608695652173,0.0,0.0,0.0,0.0,0.0,0.0
8.907125,0.9970434782608696,0.0,0.0,0.0,0.0,0.0,0.0
8.9648125,0.9970260869565217,0.0,0.0,0.0,0.0,0.0,0.0
9.0225,0.9970086956521739,0.0,0.0,0.0,0.0,0.0,0.0
9.080187500000001,0.9969913043478261,0.0,0.0,0.0,0.0,0.0,0.0
9.137875,0.9969739130434783,0.0,0.0,0.0,0.0,0.0,0.0
9.1955625,0.9969565217391304,0.0,0.0,0.0,0.0,0.0,0.0
9.25325,0.9969391304347827,0.0,0.0,0.0,0.0,0.0,0.0
9.3109375,0.9969217391304348,0.0,0.0,0.0,0.0,0.0,0.0
9.368625,0.996904347826087,0.0,0.0,0.0,0.0,0.0,0.0
9.4263125,0.9968869565217391,0.0,0.0,0.0,0.0,0.0,0.0
9.484,0.9968695652173913,0.0,0.0,0.0,0.0,0.0,0.0
9.5416875,0.9968521739130435,0.0,0.0,0.0,0.0,0.0,0.0
9.599375,0.9968347826086956,0.0,0.0,0.0,0.0,0.0,0.0
9.6570625,0.9968173913043479,0.0,0.0,0.0,0.0,0.0,0.0
9.71475,0.9968,0.0,0.0,0.0,0.0,0.0,0.0
9.7724375,0.9967826086956522,0.0,0.0,0.0,0.0,0.0,0.0
9.830124999999999,0.9967652173913043,0.8595322456371233,0.024498523542229478,0.0008595322456371233,2.449852354222948e-05,8.595322456371233e-07,2.4498523542229478e-08
9.887812499999999,0.9967478260869566,0.8645914443277619,0.08232542918629271,0.0017241236899648853,0.00010682395272852219,2.5836559356020086e-06,1.3132247627075167e-07
9.9455,0.9967304347826087,0.8696508195677689,0.14015435279886646,0.002593774509532654,0.0002469783055273887,5.177430445134663e-06,3.7830078179814037e-07
10.0031875,0.9967130434782608,0.8747103713663854,0.19798529448558178,0.0034684848808990395,0.00044496360001297045,8.645915326033702e-06,8.232643818111108e-07
10.060875,0.9966956521739131,0.8797700997328538,0.25581825435208216,0.004348254980631894,0.0007007818543650526,1.2994170306665595e-05,1.5240462361761635e-06
10.1185625,0.9966782608695652,0.8848300046764173,0.3136532325040129,0.005233084985308311,0.0010144350868690655,1.8227255291973908e-05,2.538481323045229e-06
10.17625,0.9966608695652174,0.8898900862063192,0.3714902290470299,0.00612297507151463,0.0013859253159160955,2.4350230363488538e-05,3.924406638961325e-06
10.2339375,0.9966434782608695,0.8949503443318039,0.4293292440867926,0.007017925415846434,0.0018152545600028881,3.136815577933497e-05,5.739661198964213e-06
10.291625,0.9966260869565218,0.9000107790621161,0.48717027772897126,0.00791793619490855,0.0023024248377318595,3.928609197424352e-05,8.042086036696073e-06
10.3493125,0.9966086956521739,0.9050713904065016,0.5450133300792448,0.00882300758531505,0.0028474381678111043,4.810909955955857e-05,1.0889524204507178e-05
10.407,0.9965913043478261,0.9101321783742063,0.602858401243294,0.009733139763689258,0.0034502965690543985,5.784223932324783e-05,1.4339820773561576e-05
10.4646875,0.9965739130434783,0.915193142974477,0.6607054913268122,0.010648332906663735,0.004111002060381211,6.849057222991157e-05,1.8450822833942788e-05
10.522375,0.9965565217391305,0.9202542842165614,0.7185546004354997,0.011568587190880296,0.004829556660816711,8.005915942079186e-05,2.3280379494759497e-05
10.5800625,0.9965391304347826,0.9253156021097074,0.7764057286750621,0.012493902792990003,0.005605962389491773,9.255306221378186e-05,2.888634188425127e-05
10.63775,0.9965217391304347,0.9303770966631639,0.8342588761512104,0.013424279889653166,0.006440221265642984,0.00010597734210343504,3.532656314989425e-05
10.6954375,0.996504347826087,0.9354387678861801,0.8921140429696663,0.014359718657539346,0.00733233530861265,0.00012033706076097439,4.2658898458506904e-05
10.753125,0.9964869565217391,0.9405006157880061,0.9499712292361604,0.015300219273327352,0.00828230653784881,0.00013563728003430174,5.094120499635571e-05
10.8108125,0.9964695652173913,0.9455626403778927,1.0078304350564284,0.016245781913705244,0.009290136972905238,0.00015188306194800698,6.0231341969260946e-05
10.868500000000001,0.9964521739130435,0.9506248416650911,1.0656916605362117,0.017196406755370337,0.01035582863344145,0.0001690794687033773,7.05871706027024e-05
10.926187500000001,0.9964347826086957,0.9556872196588534,1.1235549057812637,0.01815209397502919,0.011479383539222713,0.0001872315626784065,8.20665541419251e-05
10.983875000000001,0.9964173913043478,0.9607497743684322,1.18142017089734,0.01911284374939762,0.012660803710120053,0.00020634440642780413,9.472735785204516e-05
11.0415625,0.9964,0.9658125058030804,1.239287455990203,0.0200786562552007,0.013900091166110256,0.00022642306268300485,0.00010862744901815541
11.09925,0.9963826086956522,0.9708754139720525,1.2971567611656312,0.021049531669172755,0.015197247927275887,0.0002474725943521776,0.0001238246969454313
11.1569375,0.9963652173913043,0.9759384988846027,1.355028086529403,0.022025470168057358,0.01655227601380529,0.000269498064520235,0.0001403769729592366
11.214625,0.9963478260869565,0.9810017605499863,1.4129014321873044,0.023006471928607344,0.017965177445992596,0.00029250453644884234,0.0001583421504052292
11.2723125,0.9963304347826087,0.9860651989774591,1.4707767982451294,0.023992537127584805,0.019435954244237726,0.0003164970735764271,0.0001777781046494669
11.33,0.9963130434782609,0.9911288141762777,1.5286541848086834,0.024983665941761084,0.02096460842904641,0.0003414807395181882,0.0001987427130785133
11.3876875,0.996295652173913,0.9961926061556993,1.586533591983775,0.025979858547916783,0.022551142021030184,0.00036746059806610495,0.00022129385509954348
11.445375,0.9962782608695652,1.0012565749249815,1.6444150198762202,0.026981115122841764,0.024195557040906403,0.00039444171318894674,0.0002454894121404499
11.5030625,0.9962608695652174,1.0063207204933826,1.7022984685918434,0.027987435843335146,0.025897855509498247,0.0004224291490322819,0.00027138726764994815
11.56075,0.9962434782608696,1.0113850428701623,1.7601839382364783,0.02899882088620531,0.027658039447734727,0.00045142796991848723,0.0002990453070976829
11.6184375,0.9962260869565217,1.0164495420645798,1.8180714289159638,0.03001527042826989,0.02947611087665069,0.0004814432403467571,0.0003285214179743336
11.676124999999999,0.996208695652174,1.0215142180858952,1.8759609407361406,0.031036784646355783,0.03135207181738683,0.0005124800249931129,0.00035987348979172045
11.733812499999999,0.9961913043478261,1.0265790709433704,1.9338524738028724,0.032063363717299155,0.0332859242911897,0.000544543388710412,0.0003931594140829101
11.7915,0.9961739130434782,1.0316441006462667,1.991746028222014,0.03309500781794542,0.035277670319411716,0.0005776383965283575,0.0004284370844023219
11.8491875,0.9961565217391304,1.0367093072038458,2.0496416040994365,0.034131717125149265,0.03732731192351115,0.0006117701136535067,0.000465764396325833
11.906875,0.9961391304347826,1.0417746906253715,2.107539201541014,0.035173491815774637,0.03943485112505216,0.0006469436054692813,0.0005051992474508852
11.9645625,0.9961217391304348,1.0468402509201071,2.165438820652632,0.03622033206669474,0.0416002899457048,0.0006831639375359761,0.0005467995373965901
12.02225,0.9961043478260869,1.051905988097317,2.2233404615401824,0.03727223805479206,0.04382363040724498,0.0007204361755907681,0.000590623167803835
12.0799375,0.9960869565217392,1.0569719021662654,2.281244124309561,0.03832920995695832,0.04610487453155454,0.0007587653855477265,0.0006367280423353896
12.137625,0.9960695652173913,1.062037993136219,2.339149809066676,0.03939124795009454,0.048444024340621214,0.000798156633497821,0.0006851720666760108
12.1953125,0.9960521739130435,1.0671042610164432,2.3970575159174388,0.040458352211110986,0.050841081856538656,0.000838614985708932,0.0007360131485325494
12.253,0.9960347826086956,1.0721707058162049,2.4549672449677686,0.04153052291692719,0.053296049101506426,0.0008801455086258592,0.0007893091976340558
12.315696969696969,0.9960173913043479,1.0776756773728202,2.5178893577850925,0.042608198594300005,0.05581393845929152,0.0009227537072201593,0.0008451231360933473
12.37839393939394,0.996,1.083180841175692,2.5808136679871865,0.0436913794354757,0.05839475212727871,0.0009664450866556349,0.000903517888220626
12.441090909090908,0.9959826086956521,1.088686197234891,2.643740175689153,0.04478006563271059,0.061038492302967866,0.0010112251522883455,0.0009645563805235938
12.503787878787879,0.9959652173913044,1.0941917455604886,2.706668881006115,0.04587425737827108,0.06374516118397398,0.0010570994096666165,0.0010283015417075678
12.566484848484848,0.9959478260869565,1.0996974861625568,2.7695997840531934,0.04697395486443364,0.06651476096802718,0.0011040733645310502,0.001094816302675595
12.629181818181818,0.9959304347826087,1.1052034190511688,2.8325328849455236,0.04807915828348481,0.0693472938529727,0.001152152522814535,0.0011641635965285678
12.691878787878787,0.9959130434782608,1.1107095442363981,2.8954681837982434,0.04918986782772121,0.07224276203677094,0.0012013423906422562,0.0012364063585653387
12.754575757575758,0.9958956521739131,1.1162158617283184,2.9584056807265036,0.05030608368944953,0.07520116771749744,0.0012516484743317056,0.0013116075262828361
12.817272727272726,0.9958782608695652,1.1217223715370048,3.021345375845458,0.051427806060986535,0.0782225130933429,0.0013030762803926922,0.001389830039376179
12.879969696969697,0.9958608695652174,1.1272290736725334,3.084287269270277,0.05255503513465907,0.08130680036261317,0.0013556313155273511,0.0014711368397387922
12.942666666666666,0.9958434782608696,1.13273596814498,3.147231361116127,0.053687771102804045,0.0844540317237293,0.0014093190866301551,0.0015555908714625214
13.005363636363636,0.9958260869565217,1.1382430549644218,3.2101776514981957,0.054826014157768464,0.0876642093752275,0.0014641451007879236,0.001643255080837749
13.068060606060605,0.9958086956521739,1.1437503341409365,3.2731261405316676,0.0559697644919094,0.09093733551575917,0.001520114865279833,0.0017341924163535082
13.130757575757576,0.995791304347826,1.1492578056846026,3.3360768283317412,0.057119022297594,0.09427341234409091,0.0015772338875774269,0.001828465828697599
13.193454545454545,0.9957739130434783,1.154765469605499,3.3990297150136186,0.058273787767199506,0.09767244205910453,0.0016355076753446264,0.0019261382707567035
13.256151515151515,0.9957565217391304,1.1602733259137061,3.4619848006925196,0.059434061093113215,0.10113442685979704,0.0016949417364377395,0.0020272726976165007
13.318848484848484,0.9957391304347826,1.165781374619304,3.5249420854836604,0.06059984246773252,0.1046593689452807,0.001755541578905472,0.0021319320665617813
13.381545454545455,0.9957217391304348,1.171289615732374,3.5879015695022716,0.061771132083464894,0.10824727051478297,0.0018173127109889367,0.0022401793370765643
13.444242424242423,0.995704347826087,1.176798049262998,3.650863252863587,0.0629479301327279,0.11189813376764655,0.0018802606411216646,0.002352077470844211
13.506939393939394,0.9956869565217391,1.182306675221259,3.7138271356828607,0.06413023680794916,0.11561196090332941,0.0019443908779296138,0.0024676894317475404
13.569636363636363,0.9956695652173913,1.1878154936172403,3.776793218075337,0.0653180523015664,0.11938875412140475,0.00200970893023118,0.0025870781858689453
13.632333333333333,0.9956521739130435,1.1933245044610254,3.8397615001562837,0.06651137680602742,0.12322851562156104,0.0020762203070372074,0.0027103067014905063
13.695030303030302,0.9956347826086956,1.1988337077626996,3.902731982040965,0.06771021051379013,0.127131247603602,0.0021439305175509978,0.0028374379490941084
13.757727272727273,0.9956173913043478,1.2043431035323486,3.965704663844665,0.06891455361732247,0.13109695226744666,0.00221284507116832,0.002968534901361555
13.820424242424242,0.9956,1.209852691780058,4.02867954568266,0.07012440630910254,0.13512563181312934,0.0022829694774774228,0.0031036605331746844
13.883121212121212,0.9955826086956522,1.2153624725159151,4.091656627670254,0.07133976878161845,0.13921728844079959,0.002354309246259041,0.003242877821615484
13.945818181818181,0.9955652173913043,1.2208724457500073,4.154635909922744,0.07256064122736845,0.14337192435072232,0.00242686988748641,0.0033862497459662064
14.008515151515152,0.9955478260869565,1.226382611492423,4.217617392555439,0.07378702383886088,0.14758954174327776,0.002500656911325271,0.0035338392877094843
14.07121212121212,0.9955304347826087,1.2318929697532508,4.280601075683657,0.07501891680861413,0.1518701428189614,0.002575675828133885,0.0036857094305284455
14.13390909090909,0.9955130434782609,1.2374035205425813,4.343586959422723,0.0762563203291567,0.15621372977838413,0.002651932148463042,0.0038419231603068296
14.19660606060606,0.995495652173913,1.2429142638705042,4.406575043887976,0.07749923459302721,0.1606203048222721,0.002729431383056069,0.004002543465129102
14.25930303030303,0.9954782608695653,1.2484251997471107,4.469565329194754,0.07874765979277432,0.16508987015146687,0.0028081790428488435,0.0041676333352805685
14.322,0.9954608695652174,1.253936328182493,4.532557815458407,0.08000159612095681,0.16962242796692528,0.0028881806389698004,0.004337255763247494
14.384696969696968,0.9954434782608695,1.2594476491867432,4.595552502794295,0.08126104377014355,0.1742179804697196,0.002969441682739944,0.004511473743717213
14.447393939393939,0.9954260869565217,1.2649591627699548,4.658549391317781,0.08252600293291351,0.17887652986103736,0.0030519676856728575,0.004690350273578251
14.51009090909091,0.9954086956521739,1.2704708689422215,4.721548481144243,0.08379647380185573,0.18359807834218161,0.003135764159474713,0.004873948351920432
14.572787878787878,0.9953913043478261,1.2759827677136382,4.784549772389061,0.08507245656956937,0.18838262811457068,0.0032208366160442824,0.005062330980035003
14.635484848484847,0.9953739130434782,1.2814948590942998,4.847553265167628,0.08635395142866367,0.1932301813797383,0.003307190567472946,0.0052555611614147416
14.698181818181817,0.9953565217391305,1.287007143094303,4.91055895959534,0.08764095857175798,0.19814074033933363,0.003394831526044704,0.005453701901754075
14.760878787878788,0.9953391304347826,1.2925196197237447,4.973566855787604,0.08893347819148173,0.20311430719512122,0.003483765004236186,0.005656816208949197
14.823575757575757,0.9953217391304348,1.2980322889927216,5.036576953859834,0.09023151048047445,0.20815088414898106,0.00357399651471666,0.005864967093098178
14.886272727272726,0.9953043478260869,1.303545150911332,5.099589253927453,0.09153505563138578,0.2132504734029085,0.003665531570348046,0.006078217566501087
14.948969696969696,0.9952869565217392,1.309058205489675,5.162603756105895,0.09284411383687545,0.2184130771590144,0.0037583756841849214,0.006296630643660101
15.011666666666665,0.9952695652173913,1.3145714527378507,5.225620460510594,0.0941586852896133,0.22363869761952498,0.0038525343694745346,0.006520269341279626
15.074363636363636,0.9952521739130434,1.3200848926659587,5.288639367257002,0.09547877018227925,0.228927336986782,0.003948013139656814,0.006749196678266407
15.137060606060604,0.9952347826086957,1.3255985252840998,5.351660476460566,0.09680436870756336,0.23427899746324257,0.0040448175083643775,0.00698347567572965
